main_category,currency,goal,pledged,state,backers,country,2 pledged,2_pledged_real,2_goal_real
4,1,40000,45023,1,366,2,45023,45023,40000
10,1,250,262,1,8,2,262,262,250
8,2,3000,104,0,3,1,159.12,157.74,4550.14
4,2,530000,1628,0,7,1,2769.83,2765.65,900365.24
2,1,3000,203,0,6,2,203,203,3000
12,1,25000,125,0,5,2,50,125,25000
5,2,40000,55102,1,886,1,83707.55,82157.18,59640.07
1,1,2000,3061,1,63,2,3061,3061,2000
6,2,300,0,0,0,1,0,0,445.59
2,1,15000,0,0,0,2,0,0,15000
12,1,1000,1061,1,24,2,1061,1061,1000
7,1,5000,117,0,5,2,117,117,5000
1,1,40373.6,246,0,3,2,246,246,40373.6
3,1,15000,1792,0,17,2,1792,1792,15000
1,1,8000,8611,1,175,2,8611,8611,8000
3,1,7500,8492,1,181,2,8492,8492,7500
4,1,40000,3875,0,50,2,3875,3875,40000
10,1,2100,2500,1,56,2,2500,2500,2100
12,3,500,1703,1,34,6,1851.74,1868.18,548.5
1,1,4000,4028,1,86,2,4028,4028,4000
3,1,8000,9370,1,73,2,9370,9370,8000
7,1,3500,9243,1,205,2,9243,9243,3500
3,1,3500,2581,0,62,2,145,2581,3500
8,1,1500,0,0,0,2,0,0,1500
10,1,2500,2500,1,41,2,2500,2500,2500
12,1,4000,71,0,4,2,10,71,4000
7,1,8500,10193,1,342,2,873,10193,8500
3,1,2000,2908,1,61,2,2908,2908,2000
3,1,6000,706,0,21,2,706,706,6000
7,1,14500,485,0,6,2,485,485,14500
2,1,15000,430,0,8,2,430,430,15000
6,1,1500,6485,1,81,2,6485,6485,1500
1,1,500,0,0,0,2,0,0,500
3,1,2500,3405,1,52,2,3405,3405,2500
10,1,10,6,0,2,2,6,6,10
3,3,1000000,62,0,2,5,6.35,65.91,1063004.26
10,1,32000,200,0,6,2,200,200,32000
1,2,175,0,0,0,1,0,0,268.62
7,1,800,1421,1,62,2,1421,1421,800
3,1,40000,15188,0,298,2,15188,15188,40000
12,2,5000,0,0,0,1,0,0,7623.35
2,2,2200,2752.66,1,59,1,3916.74,3957.76,3163.15
7,1,25000,24985,0,114,2,24985,24985,25000
2,1,2500,2597,1,77,2,2597,2597,2500
1,1,7500,1017,0,9,2,1017,1017,7500
1,1,10000,10476,1,321,2,10476,10476,10000
3,1,7000,2022,0,40,2,2022,2022,7000
4,2,5500,64,0,2,1,0,84.45,7257.66
1,1,800,911.11,1,7,2,911.11,911.11,800
12,1,500,209,0,4,2,0,209,500
5,1,15000,29231.88,1,182,2,29231.88,29231.88,15000
9,1,150,205,1,6,2,205,205,150
10,2,20000,20,0,1,1,28.69,28.98,28984.25
3,1,7000,7060,1,18,2,7060,7060,7000
7,3,50000,32826,0,520,5,36630.15,36830.59,56099.72
1,1,25000,1346,0,15,2,1346,1346,25000
10,3,200,202,1,11,6,224.84,225.31,223.08
12,1,5700,1,0,1,2,1,1,5700
10,1,25000,0,0,0,2,0,0,25000
5,1,30000,22421,0,316,2,22421,22421,30000
3,1,1999,2165,1,27,2,2165,2165,1999
4,1,1200,1445,1,25,2,1445,1445,1200
5,4,4500,1453,0,43,6,1236.65,1186.51,3674.67
3,1,2000,2387,1,62,2,2387,2387,2000
1,1,2500,35,0,3,2,35,35,2500
10,4,1500,4440,1,40,4,3458.68,3394.75,1146.88
3,1,2500,2596,1,33,2,2596,2596,2500
11,1,2500,72,0,3,2,72,72,2500
1,1,3000,1.08,0,1,2,1.08,1.08,3000
7,1,10000,26546,1,285,2,26546,26546,10000
11,1,250,295,1,6,2,295,295,250
10,1,5000,16,0,2,2,16,16,5000
8,1,30000,43595,1,425,2,43595,43595,30000
3,1,800,0,0,0,2,0,0,800
2,1,1250,1495,0,14,2,1495,1495,1250
9,1,3000,497,0,17,2,497,497,3000
7,1,300000,0,0,0,2,0,0,300000
1,1,1000,1,0,1,2,0,1,1000
10,1,1000,76,0,4,2,76,76,1000
7,4,50000,616263,1,687,6,14458.32,68366.56,5546.87
12,2,16050,10,0,1,1,15.35,15.73,25241.01
1,1,6700,250,0,8,2,250,250,6700
9,2,35000,9220,0,98,1,15502.23,15513.01,58888.85
12,1,95000,659301,1,4062,2,18769,659301,95000
12,4,2000,4848,1,79,3,3760.54,3802.95,1568.87
10,1,50000,823,0,20,2,823,823,50000
4,1,15000,16156,1,158,2,16156,16156,15000
7,2,5000,20,0,2,1,30.85,30.97,7743.29
5,1,60000,13668,0,25,2,13668,13668,60000
3,1,2000,2090,1,45,2,2090,2090,2000
10,1,15000,15371,1,125,2,15371,15371,15000
5,1,10000,3128,0,41,2,3128,3128,10000
4,1,10000,0,0,0,2,0,0,10000
3,1,4500,511,0,9,2,511,511,4500
10,1,5000,10,0,1,2,10,10,5000
12,2,30000,10521,0,95,1,1774.47,13568.66,38690.21
3,1,2000,2611,1,70,2,2611,2611,2000
10,3,5000,941,0,31,6,1029.9,1054.11,5600.99
7,3,2000,0,0,0,6,0,0,2121.79
3,1,30000,31093,1,258,2,100,31093,30000
2,1,30000,751,0,13,2,751,751,30000
7,4,2500,4,0,2,3,0,3.04,1898.83
11,4,24000,25230,1,37,6,224.17,3001.46,2855.14
10,1,2000,815,0,16,2,815,815,2000
5,1,25000,11551,0,162,2,6661,11551,25000
4,1,50000,6,0,2,2,6,6,50000
3,1,6000,6042.02,1,113,2,6042.02,6042.02,6000
5,1,12000,2166,0,20,2,2166,2166,12000
4,1,20000,45663.01,1,641,2,45663.01,45663.01,20000
7,4,2000,8390,1,61,4,7579.23,7761.33,1850.14
12,4,50000,756,0,4,4,0,592.8,39206.46
10,1,18200,18550,1,217,2,18550,18550,18200
5,1,31790,72,0,5,2,67,72,31790
1,1,6000,6000,1,76,2,660,6000,6000
11,1,6000,144,0,15,2,144,144,6000
1,1,1500,0,0,0,2,0,0,1500
1,1,2500,2503,1,48,2,305,2503,2500
10,1,3750,175,0,4,2,175,175,3750
5,1,89000,0,0,0,2,0,0,89000
8,3,25000,6570,0,36,6,0,7656.72,29135.15
4,1,1000,250,0,5,2,125,250,1000
10,1,4000,17,0,3,2,17,17,4000
1,1,1000,2689,1,94,2,1479,2689,1000
1,1,3000,0,0,0,2,0,0,3000
12,1,40000,195,0,7,2,195,195,40000
8,1,3000,3191,1,116,2,53,3191,3000
2,1,150,235,1,6,2,235,235,150
12,1,150000,5,0,1,2,5,5,150000
7,1,2500,10291,1,173,2,10291,10291,2500
12,1,3750,401,0,13,2,401,401,3750
10,1,20000,21716,1,167,2,21716,21716,20000
3,1,5000,5665.43,1,87,2,5665.43,5665.43,5000
1,1,500,1182,1,23,2,1182,1182,500
13,1,1500,124,0,9,2,124,124,1500
2,1,729,804,1,10,2,804,804,729
7,1,18000,291,0,11,2,291,291,18000
3,1,2000,2059,1,55,2,2059,2059,2000
2,1,62000,166,0,7,2,25,166,62000
1,1,400,23,0,1,2,23,23,400
10,1,3000,3,0,2,2,3,3,3000
11,1,15000,30805,1,236,2,30805,30805,15000
2,1,5000,7036,1,62,2,7036,7036,5000
2,1,8000,8015.22,1,142,2,8015.22,8015.22,8000
7,1,10000,103,0,2,2,103,103,10000
1,1,1000,130,0,2,2,130,130,1000
10,1,2800,330,0,5,2,330,330,2800
10,1,70,130,1,5,2,130,130,70
9,1,1450,1608,1,55,2,1608,1608,1450
2,1,500,730,1,8,2,730,730,500
12,1,550,750,1,29,2,60,750,550
6,4,200000,10,0,1,6,0,0.53,10620.22
9,2,3500,3550,1,24,1,5149.25,5071.94,5000.5
2,1,5000,6020,1,49,2,6020,6020,5000
7,1,15000,16,0,2,2,0,16,15000
12,4,20000,0,0,0,3,0,0,16298.59
10,1,500,45,0,2,2,45,45,500
4,3,20000,523,0,19,5,591.2,589.89,22558.09
5,1,15000,1050,0,10,2,150,1050,15000
12,1,2250,232,0,13,2,232,232,2250
5,1,15000,35910,1,650,2,19687,35910,15000
5,4,250000,0,0,0,6,0,0,13896.61
10,1,5000,230,0,8,2,230,230,5000
7,1,43762,302,0,8,2,96,302,43762
1,4,900,900,1,15,3,820.21,831.02,831.02
3,4,65000,74250,1,64,6,121.06,3647.04,3192.69
1,1,9500,0,0,0,2,0,0,9500
10,1,9000,160,0,5,2,160,160,9000
5,1,20000,6050,0,55,2,6050,6050,20000
2,1,7500,410,0,4,2,410,410,7500
7,2,7500,1,0,1,1,1.51,1.56,11725.71
12,1,25000,25,0,1,2,25,25,25000
1,1,6000,6554,1,229,2,6554,6554,6000
7,1,300,591,1,15,2,591,591,300
4,1,10,21,1,4,2,21,21,10
8,1,1300,944,0,41,2,301,944,1300
12,2,200000,1,0,1,1,0,1.24,248873.85
2,1,1000,0,0,0,2,0,0,1000
1,1,5000,1,0,1,2,1,1,5000
7,4,600,8078.5,1,24,4,0,6393.75,474.87
13,1,4200,7347,1,77,2,7347,7347,4200
4,1,15000,75,0,2,2,75,75,15000
1,1,500,1120,1,28,2,275,1120,500
10,4,350,0,0,0,3,0,0,268.32
2,1,2000,2025,1,14,2,2025,2025,2000
6,1,600,0,0,0,2,0,0,600
2,1,30000,50,0,2,2,50,50,30000
7,1,5000,573,0,11,2,573,573,5000
12,1,75000,102066,1,1042,2,102066,102066,75000
7,1,12000,534,0,32,2,534,534,12000
5,1,3000,1255,0,29,2,1255,1255,3000
12,1,50000,20,0,1,2,0,20,50000
2,1,18700,570,0,3,2,570,570,18700
1,1,1500,350.03,0,10,2,350.03,350.03,1500
12,1,5000,6144,1,132,2,6144,6144,5000
5,1,25000,13786,0,79,2,13786,13786,25000
3,1,8000,8351,1,135,2,8351,8351,8000
10,2,7000,8556,1,113,1,13603.34,13441.21,10996.78
2,2,50000,10,0,1,1,0,13.17,65835.39
4,2,22000,6831,0,45,1,0,9257.1,29813.53
7,2,1000,3839.5,1,81,1,6254.29,6162.62,1605.06
1,1,800,45,0,2,2,45,45,800
1,1,17600,226,0,2,2,226,226,17600
1,1,14500,0,0,0,2,0,0,14500
7,1,50000,29,1,1,2,0,29,50000
2,1,15000,0,0,0,2,0,0,15000
12,4,1000,382,1,9,6,285.63,287.91,753.69
2,1,1000,1,0,1,2,0,1,1000
1,4,3000,1110,0,19,3,847.02,833.77,2253.44
3,1,4000,4274.21,1,43,2,4274.21,4274.21,4000
1,2,600,1118,1,36,1,245.1,1403.61,753.28
2,2,5950,96,0,7,1,32.73,123.6,7660.32
1,1,14000,35495.23,1,355,2,35495.23,35495.23,14000
4,1,25000,142,0,4,2,0,142,25000
8,1,4000,500,0,8,2,500,500,4000
7,1,200,210,1,7,2,0,210,200
5,1,10000,45,0,1,2,0,45,10000
2,1,1500,100,0,1,2,100,100,1500
3,1,4000,4000,1,18,2,4000,4000,4000
3,1,7500,8096,1,90,2,1524,8096,7500
3,1,10000,2834,0,41,2,2834,2834,10000
5,2,16000,13949,0,94,1,20864.4,21385.64,24530.1
3,4,5000,130,0,3,3,116.96,116.93,4497.21
2,1,15000,150,0,3,2,150,150,15000
5,1,9600,10130,1,33,2,0,10130,9600
1,4,66000,10,0,1,6,0,0.52,3443.42
7,1,150000,168041.85,1,4357,2,168041.85,168041.85,150000
8,1,69000,100,0,1,2,100,100,69000
5,2,9600,24574,0,174,1,5982.73,30294.89,11834.9
10,1,6000,7535,1,114,2,7535,7535,6000
9,1,2500,381,0,12,2,381,381,2500
12,1,15000,5,0,1,2,5,5,15000
13,1,1500,1750,1,19,2,1750,1750,1500
2,1,40000,41225,1,267,2,41225,41225,40000
9,1,3500,630,0,15,2,630,630,3500
3,1,5134,0,0,0,2,0,0,5134
10,1,300,12,0,3,2,12,12,300
4,1,3000,383,0,14,2,383,383,3000
2,1,100000,5,0,1,2,5,5,100000
7,1,2000,22202,1,528,2,22202,22202,2000
5,4,55000,0,0,0,6,0,0,3020.15
6,1,5550,0,0,0,2,0,0,5550
1,1,11500,1,0,1,2,0,1,11500
7,2,500,100,0,6,1,152.51,148.53,742.66
9,1,50000,0,0,0,2,0,0,50000
12,1,200000,155,0,6,2,0,155,200000
5,4,2000,4777,1,25,4,3472.66,3404.12,1425.21
3,1,1000,40,0,3,2,40,40,1000
2,4,2300,865,0,6,3,764.15,746.98,1986.18
8,1,500,510.37,1,16,2,510.37,510.37,500
1,1,5000,321,0,16,2,34,321,5000
1,1,5000,30,0,1,2,30,30,5000
1,1,3000,759,0,18,2,759,759,3000
10,1,5000,25,0,1,2,25,25,5000
3,1,3000,3005,1,51,2,3005,3005,3000
8,4,100000,590,0,2,6,38.68,76.08,12895.57
10,1,10000,0,0,0,2,0,0,10000
11,1,35622,35907,1,273,2,1677,35907,35622
12,4,11000,9,0,1,3,0,6.85,8370.75
10,1,2500,290,0,8,2,290,290,2500
8,1,15000,25954,1,199,2,25954,25954,15000
1,1,7500,175,0,4,2,175,175,7500
1,1,1500,1590,1,34,2,1590,1590,1500
4,1,10000,20,0,1,2,20,20,10000
8,3,15000,51,0,2,6,58.04,55.15,16220.95
3,1,100,184,1,8,2,135,184,100
2,1,5000,302,0,4,2,302,302,5000
1,1,4000,25,0,1,2,25,25,4000
2,2,300,300,1,15,1,429.1,429.29,429.29
2,1,3000,843,0,19,2,843,843,3000
2,1,2500,627,0,15,2,627,627,2500
1,1,2200,1412,0,67,2,240,1412,2200
12,4,25000,6,0,2,3,0,4.45,18555.63
9,1,1000,1571,1,30,2,1571,1571,1000
5,1,20000,2140,0,22,2,2140,2140,20000
10,1,1000,1629,1,64,2,1629,1629,1000
7,1,30000,2575,0,8,2,2575,2575,30000
1,1,20000,345700,1,5142,2,26402,345700,20000
7,3,5000,8499,1,338,5,369.7,9904.79,5827.03
4,1,3000,1,0,1,2,1,1,3000
11,2,540,0,0,0,1,0,0,895.18
6,1,300,105,0,5,2,45,105,300
10,1,100,47,0,4,2,47,47,100
1,1,2000,70,0,3,2,70,70,2000
1,1,4000,5259.01,1,165,2,5259.01,5259.01,4000
12,3,20000,0,0,0,6,223.54,0,22824.02
3,1,14650,5086,0,49,2,5086,5086,14650
2,1,100000,15,0,1,2,15,15,100000
2,1,1500000,126,0,3,2,126,126,1500000
1,1,17800,0,0,0,2,0,0,17800
4,1,18444,10,0,1,2,10,10,18444
10,1,100,120,1,3,2,120,120,100
2,1,5000,5031,1,50,2,5031,5031,5000
8,1,8000,0,0,0,2,0,0,8000
4,1,20000,0,0,0,2,145,0,20000
8,1,25000,260,0,5,2,0,260,25000
1,1,28000,32423,1,47,2,32423,32423,28000
9,1,25000,110,0,2,2,10,110,25000
8,1,10000,11002.25,1,139,2,11002.25,11002.25,10000
9,1,5800,1765,0,30,2,1765,1765,5800
8,1,1000,25,0,1,2,25,25,1000
2,4,75000,25115,0,177,3,4898.44,19553.88,58393.02
2,1,18000,13904.82,0,124,2,13904.82,13904.82,18000
2,2,36500,48206,1,565,1,11129.31,64243.83,48643.32
10,1,2500,2659,1,58,2,320,2659,2500
1,1,25000,3502,0,38,2,3502,3502,25000
5,1,15000,4972,0,120,2,1683,4972,15000
6,1,5000,164,0,8,2,164,164,5000
3,1,7500,7571,1,23,2,7571,7571,7500
2,1,170000,25,0,2,2,25,25,170000
1,1,4000,1653.01,0,23,2,1653.01,1653.01,4000
6,1,6500,986,0,37,2,523,986,6500
12,1,45000,1612,0,8,2,592,1612,45000
3,1,8000,358,0,9,2,358,358,8000
4,4,30000,1000,0,4,6,116.98,118.76,3562.78
5,1,2000,3079.77,1,48,2,145,3079.77,2000
12,1,7000,21,0,3,2,21,21,7000
4,1,30000,141467,1,3057,2,141467,141467,30000
2,1,5000,467,0,17,2,467,467,5000
5,1,19200,170002.5,1,1280,2,170002.5,170002.5,19200
3,1,2000,674,0,26,2,674,674,2000
2,2,300,302,1,14,1,83.07,369.93,367.48
8,4,50000,100,0,2,6,0,11.51,5756.26
2,1,3500,0,0,0,2,0,0,3500
5,1,50000,417062,1,414,2,417062,417062,50000
8,1,250,401.6,1,19,2,0,401.6,250
3,1,7000,8058.55,1,205,2,8058.55,8058.55,7000
8,1,1000,25,0,2,2,25,25,1000
7,2,1000,849,0,83,1,1199.02,1240.77,1461.45
12,1,10000,1789,0,72,2,1789,1789,10000
10,1,5000,5000,1,67,2,5000,5000,5000
2,1,17500,18561,1,182,2,18561,18561,17500
5,1,50000,2373,0,19,2,2373,2373,50000
5,1,8500,8946,1,125,2,8946,8946,8500
4,1,15,15,1,1,2,15,15,15
8,1,30000,1641,0,34,2,1641,1641,30000
7,1,8000,10512,1,241,2,4165,10512,8000
2,1,85000,86133,1,146,2,86133,86133,85000
2,3,5000,0,0,0,6,0,0,5451.02
12,1,500,0,0,0,2,0,0,500
2,1,3000,5000,1,74,2,0,5000,3000
3,1,600,0,0,0,2,0,0,600
7,3,5000,194,0,10,5,211,212.76,5483.48
11,1,6000,260,0,5,2,260,260,6000
11,1,20000,33132,1,512,2,33132,33132,20000
7,1,50,0,0,0,2,0,0,50
5,4,18500,19689,1,53,4,17076.99,16104.2,15131.69
4,4,250000,265,0,5,3,0,207.6,195848.02
2,1,10000,12,0,1,2,12,12,10000
1,1,1500,1683.01,1,52,2,1683.01,1683.01,1500
3,1,1500,1500,1,35,2,1500,1500,1500
3,1,5000,0,0,0,2,0,0,5000
2,1,50000,55,0,3,2,55,55,50000
4,1,300000,0,0,0,2,0,0,300000
12,1,1000,2050.81,1,25,2,2050.81,2050.81,1000
1,1,1000,509,0,16,2,509,509,1000
2,2,10000,10200,1,171,1,0,13549.6,13283.92
8,3,100000,189851.66,1,9086,6,210319.54,216792.46,114190.45
1,1,11000,285,0,6,2,285,285,11000
7,2,8000,8832,1,418,1,13712.31,13604.86,12323.24
7,1,49000,50473.38,1,1249,2,50473.38,50473.38,49000
8,2,2000,176,0,9,1,299.82,296.13,3365.13
1,2,10000,10242,1,41,1,15946.76,15953.02,15576.08
7,1,50000,33,0,2,2,33,33,50000
7,1,40000,4400.12,0,91,2,4400.12,4400.12,40000
2,4,2500,2570,1,53,3,2215.1,2064.92,2008.68
2,1,700,1662,1,38,2,1662,1662,700
5,1,30000,33356,1,162,2,33356,33356,30000
2,1,3000,4437.31,1,105,2,4437.31,4437.31,3000
12,1,40000,0,0,0,2,0,0,40000
12,1,15000,247,0,7,2,247,247,15000
2,1,1500,1744,1,30,2,1744,1744,1500
10,2,2000,0,0,0,1,0,0,3126.95
8,2,7500,9022,0,120,1,14386.47,14452.08,12014.03
5,1,1200,3134,1,120,2,3134,3134,1200
9,2,3100,322,0,14,1,523.52,483.93,4658.92
5,1,15000,15,0,4,2,15,15,15000
10,1,12000,75690.32,1,1696,2,75690.32,75690.32,12000
7,2,22500,8235.2,0,415,1,13659.7,13230.94,36149.22
4,1,56000,4061,0,19,2,4061,4061,56000
2,1,20000,30,0,2,2,30,30,20000
13,1,5000,7100,1,90,2,7100,7100,5000
7,1,500,1,0,1,2,1,1,500
8,2,2200,5951,1,12,1,9982.92,9660.09,3571.2
9,1,500,22,0,2,2,22,22,500
12,2,600,1058,1,50,1,1636.98,1606.36,910.98
2,2,20000,21612,1,135,1,33939.99,32980.31,30520.37
1,1,2000,0,0,0,2,0,0,2000
2,1,50000,135,0,4,2,135,135,50000
4,1,15000,80,0,3,2,80,80,15000
6,1,300,61,0,5,2,61,61,300
2,1,3000,3455,1,60,2,3455,3455,3000
7,3,6000,31934.5,1,399,6,13753.57,35821.09,6730.23
3,1,2000,2557.57,1,38,2,2557.57,2557.57,2000
7,4,10373,0,0,0,6,0,0,587.64
2,1,12500,17145,1,183,2,1870,17145,12500
2,1,3000,3535,1,30,2,3535,3535,3000
12,4,13000,0,0,0,6,0,0,1686.95
3,1,200,0,0,0,2,0,0,200
1,1,15000,350,0,3,2,350,350,15000
8,3,25000,310,0,8,6,340.78,335.05,27020.02
11,1,7500,10,0,1,2,10,10,7500
2,2,80000,0,0,0,1,0,0,120230.24
1,1,5000,10,0,1,2,10,10,5000
2,1,3000,3410,1,49,2,3410,3410,3000
2,4,350,375,1,7,6,324.95,330.69,308.64
2,1,13500,16291,1,48,2,16291,16291,13500
2,1,10000,6154,0,27,2,6154,6154,10000
3,1,15000,0,0,0,2,0,0,15000
2,1,50000,2066,0,24,2,2066,2066,50000
10,1,6000,35,0,3,2,35,35,6000
2,1,21000,21149,1,135,2,21149,21149,21000
2,2,5000,345,0,12,1,577.77,589.49,8543.36
4,1,10000,25,0,1,2,0,25,10000
5,3,500,57,0,10,6,62.78,60.92,534.4
2,1,10000,2310,0,14,2,2310,2310,10000
6,1,250,55,0,1,2,55,55,250
3,1,5000,300,0,1,2,300,300,5000
8,1,1500,2340,1,17,2,700,2340,1500
5,1,5000,5055,1,28,2,5055,5055,5000
3,1,15500,16450,1,64,2,16450,16450,15500
2,1,500000,2951,0,28,2,2951,2951,500000
5,1,5000,5744,1,339,2,807,5744,5000
5,3,4000,0,0,0,6,0,0,4426.39
3,1,2500,550,0,15,2,550,550,2500
7,3,12000,861,0,41,5,938.72,944.51,13163.96
10,1,5000,10000,1,59,2,10000,10000,5000
9,2,1000,1000,1,24,1,1713.37,1708.67,1708.67
11,1,3000,3003,1,41,2,3003,3003,3000
12,1,100000,8723,0,66,2,8723,8723,100000
4,4,1200,540,0,8,3,144.6,412.88,917.5
2,1,3500,101,0,2,2,101,101,3500
9,4,8000,8114,1,40,3,6487.16,6417.27,6327.11
7,3,15000,11,0,2,6,0,13.05,17802.04
8,4,3000,3255,1,15,4,2421.63,2507.51,2311.07
2,4,20000,442,0,11,4,344.9,337.95,15291.69
4,2,100000,6345,0,51,1,10231.23,9539.2,150342.03
1,1,2500,321,0,5,2,321,321,2500
11,1,5000,5240,1,59,2,1180,5240,5000
4,1,75000,0,0,0,2,0,0,75000
1,1,300,335,1,7,2,335,335,300
3,1,1100,1160,1,19,2,1160,1160,1100
5,1,150000,56300,0,390,2,56300,56300,150000
7,1,65000,10,0,2,2,10,10,65000
3,1,5000,5935,1,82,2,5935,5935,5000
3,1,1100,316.66,0,12,2,316.66,316.66,1100
12,3,55000,15,0,1,5,16.2,17.15,62875.83
2,1,35000,375,1,11,2,55,375,35000
7,1,2000,2477,1,135,2,2477,2477,2000
2,1,7000,9527,1,185,2,9527,9527,7000
7,1,1000,1,0,1,2,1,1,1000
10,1,1200,0,0,0,2,0,0,1200
1,1,10000,75,0,3,2,75,75,10000
3,1,1000,1310,1,19,2,1310,1310,1000
4,4,550000,0,0,0,3,0,0,482710.2
3,1,50000,0,0,0,2,0,0,50000
1,1,5500,6486,1,87,2,0,6486,5500
12,1,175000,58369,0,216,2,58369,58369,175000
12,1,10000,13415,1,100,2,13415,13415,10000
1,1,30000,330,0,12,2,330,330,30000
2,1,21500,35864,1,459,2,35864,35864,21500
5,3,31892,1709,0,32,6,1839.41,1882.28,35125.67
3,1,1300,1379.33,1,42,2,1379.33,1379.33,1300
5,1,500,1012,1,24,2,1012,1012,500
4,1,750000,20,0,1,2,20,20,750000
5,1,10000,3210,0,46,2,3210,3210,10000
13,1,2000,2515,1,30,2,2515,2515,2000
7,1,3500,2360,0,130,2,2360,2360,3500
7,1,100,240,1,15,2,240,240,100
7,2,15000,97,0,10,1,140.68,132.93,20556.11
1,1,666,2930,1,98,2,2930,2930,666
7,1,6000,20953.2,1,730,2,20953.2,20953.2,6000
12,1,50000,60,0,2,2,60,60,50000
1,1,300,511,1,17,2,511,511,300
2,1,280000,7657,0,83,2,7657,7657,280000
2,1,1200,1200,1,18,2,1200,1200,1200
12,1,50000,1894,0,24,2,1894,1894,50000
1,1,8500,27842.32,1,626,2,27842.32,27842.32,8500
2,1,1500,0,0,0,2,0,0,1500
7,1,8986,800,0,6,2,800,800,8986
12,2,2500,10,0,1,1,14.49,12.99,3246.58
11,1,13000,0,0,0,2,0,0,13000
7,1,250,2397,1,47,2,2397,2397,250
2,1,6000,6718,1,16,2,6718,6718,6000
5,1,15000,15584,1,124,2,15584,15584,15000
6,1,4500,4860,1,28,2,4860,4860,4500
3,4,3000,3401,1,68,4,3109.55,3160.49,2787.84
7,4,120,10,0,1,4,7.72,7.14,85.64
2,1,15000,0,0,0,2,0,0,15000
4,1,10000,11921,1,120,2,11921,11921,10000
1,1,8500,285,0,6,2,285,285,8500
2,1,25000,67918,1,999,2,10340,67918,25000
2,1,10000,12465,1,145,2,12465,12465,10000
7,1,1000,25469.67,1,582,2,25469.67,25469.67,1000
2,1,22000,23480,1,133,2,23480,23480,22000
4,1,5000,8338,1,128,2,8338,8338,5000
5,2,54000,0,0,0,1,0,0,82398.72
2,1,1100,1305,1,36,2,1305,1305,1100
4,1,17047,20686,1,254,2,20686,20686,17047
7,3,4000,0,0,0,6,0,0,4226.01
11,2,100,7,0,3,1,2.51,8.59,122.78
7,1,550,5,0,1,2,5,5,550
1,1,11511,23798.45,1,502,2,23798.45,23798.45,11511
2,1,50000,400,0,4,2,400,400,50000
12,3,4000,1,0,1,6,1.11,1.11,4436.02
7,1,20000,111,0,3,2,10,111,20000
7,3,80000,110670.7,1,1929,6,3103.07,116857.12,84471.94
1,1,8000,1542,0,93,2,1542,1542,8000
3,1,4000,5906,1,123,2,5906,5906,4000
10,1,5000,26,0,2,2,26,26,5000
2,4,5000,6389,1,68,4,2827.56,4803.04,3758.83
5,1,10000,13171,1,371,2,13171,13171,10000
6,1,800,1761,1,30,2,1761,1761,800
7,1,40000,0,0,0,2,0,0,40000
1,1,500,1527,1,41,2,420,1527,500
10,1,2000,3956,1,122,2,3956,3956,2000
13,1,20000,25801,1,124,2,4361,25801,20000
2,2,5000,5174,1,60,1,7688.95,7932.42,7665.65
2,1,8000,0,0,0,2,0,0,8000
3,1,2500,1295,0,29,2,1295,1295,2500
2,2,30000,32715.88,1,683,1,52613.53,52375.58,48027.66
2,1,10000,10010,1,84,2,10010,10010,10000
6,1,5890,1,0,1,2,1,1,5890
12,3,35000,1,0,1,6,1.32,1.26,44233.25
8,1,10000,64,0,6,2,64,64,10000
5,3,16000,5651.77,0,10,6,34.91,6046.29,17116.88
4,1,2000,2388,1,41,2,2388,2388,2000
5,1,1500,120,0,6,2,40,120,1500
8,1,5000,380,0,4,2,380,380,5000
2,1,44000,49857.5,1,604,2,17162.5,49857.5,44000
2,1,19500,590,0,25,2,590,590,19500
11,3,2250,2720,1,69,6,699.81,3166.62,2619.45
1,1,50000,0,0,0,2,0,0,50000
2,1,6000,681,0,8,2,681,681,6000
11,1,22000,22289,1,116,2,22289,22289,22000
10,1,3000,0,1,0,2,0,0,3000
9,2,300,301,1,18,1,496.61,498.82,497.16
8,2,10000,10368,1,74,1,16224.44,16007.91,15439.72
4,1,250000,4271,0,23,2,4271,4271,250000
4,1,2000,2127,1,74,2,2127,2127,2000
4,1,20,192,1,17,2,192,192,20
10,1,3800,10527.11,1,138,2,10527.11,10527.11,3800
11,1,4000,173,0,5,2,115,173,4000
1,3,2000,0,0,0,6,0,0,2523.21
6,3,1500,108,0,5,6,122.4,120.46,1673.1
5,1,35000,3142,0,19,2,612,3142,35000
5,4,35000,12164,0,136,3,10176.08,9912.8,28522.53
2,2,3500,835,0,24,1,1221.72,1311.74,5498.3
3,1,17000,22782.44,1,414,2,4201,22782.44,17000
1,1,20000,20913,1,283,2,445,20913,20000
5,1,500000,69980.78,0,499,2,69980.78,69980.78,500000
10,1,250,0,0,0,2,0,0,250
10,1,13000,3552,0,58,2,2709,3552,13000
4,1,15000,1739,0,28,2,1739,1739,15000
11,4,1300,101,0,1,3,89.97,88.62,1140.65
2,1,500,26,0,3,2,26,26,500
2,1,5000,850,0,10,2,50,850,5000
1,4,500,48.2,0,5,3,15.27,36.96,383.38
3,1,4500,4673.38,1,54,2,4673.38,4673.38,4500
9,2,5000,1935,0,23,1,2876.02,3008.02,7772.67
7,1,100,488,1,93,2,488,488,100
2,1,3200,10,0,1,2,10,10,3200
12,3,5000,1691,0,4,6,1879.41,1862.46,5506.97
1,1,7000,7235.79,1,58,2,0,7235.79,7000
